plot_cn,tree_cn,tree,ACPL,ACSA,BEPA,BEPE,LADE,LALA,PIAB,PIPU,PIST,PISY,QURO,QURU
I.3.249,I.3.249.4.4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.249,I.3.249.4.5,4.5,0,11.064964629055016,0,0,0,0,0,0,0,0,2.892000605228529,0
I.3.249,I.3.249.4.6,4.6,0,8.849372003741385,0,0,0,0,0,0,0,0,3.0610321903726105,0
I.3.249,I.3.249.4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.249,I.3.249.5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.249,I.3.249.5.2,5.2,0,13.658506730766499,0,0,0,0,0,0,0,0,12.065242439515606,0
I.3.249,I.3.249.5.3,5.3,0,4.542382134868714,0,0,0,0,0,0,0,0,1.0975485718125788,0
I.3.249,I.3.249.5.4,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.249,I.3.249.5.5,5.5,0,1.7881131454298738,0,0,0,0,0,0,0,0,1.0233219648148935,0
I.3.249,I.3.249.5.6,5.6,0,3.320987045018631,0,0,0,0,0,0,0,0,2.2371098487170022,0
I.3.249,I.3.249.5.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.249,I.3.249.6.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.249,I.3.249.6.2,6.2,0,4.865358905973072,0,0,0,0,0,0,0,0,2.1804812997941228,0
I.3.249,I.3.249.6.3,6.3,0,1.2527591354826375,0,0,0,0,0,0,0,0,1.81921209547111,0
I.3.249,I.3.249.6.4,6.4,0,6.240109980896879,0,0,0,0,0,0,0,0,2.2851857891696064,0
I.3.249,I.3.249.6.5,6.5,0,2.8260542735283063,0,0,0,0,0,0,0,0,2.4183639422644188,0
I.3.249,I.3.249.6.6,6.6,0,4.8436168279712755,0,0,0,0,0,0,0,0,1.4492312371243512,0
I.3.249,I.3.249.6.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.249,I.3.249.7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.249,I.3.249.7.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.249,I.3.249.7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.249,I.3.249.7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.249,I.3.249.7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.249,I.3.249.7.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.249,I.3.249.7.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.2.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.2.2,2.2,4.637268444788755,0,0,2.095933773896326,0,0,0,0,0,0,0,0
I.3.250,I.3.250.2.3,2.3,2.6622306830658546,0,0,0.7055598713228218,0,0,0,0,0,0,0,0
I.3.250,I.3.250.2.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.2.6,2.6,2.673197221579759,0,0,1.054918362676548,0,0,0,0,0,0,0,0
I.3.250,I.3.250.2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.3.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.3.2,3.2,3.2824742680526944,0,0,1.1399521333157472,0,0,0,0,0,0,0,0
I.3.250,I.3.250.3.3,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.3.4,3.4,3.047690079397468,0,0,0,0,0,0,0,0,0,0,0
I.3.250,I.3.250.3.5,3.5,2.2744144734942395,0,0,0,0,0,0,0,0,0,0,0
I.3.250,I.3.250.3.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.3.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.4.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.4.2,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.4.3,4.3,3.1900158196711286,0,0,0,0,0,0,0,0,0,0,0
I.3.250,I.3.250.4.4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.4.5,4.5,4.897016699512571,0,0,1.6363636363636365,0,0,0,0,0,0,0,0
I.3.250,I.3.250.4.6,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.5.2,5.2,3.013694171673177,0,0,0.40472882920759284,0,0,0,0,0,0,0,0
I.3.250,I.3.250.5.3,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.5.4,5.4,1.7643997778178613,0,0,1.0285714285714287,0,0,0,0,0,0,0,0
I.3.250,I.3.250.5.5,5.5,2.583333333333333,0,0,0.337839906566906,0,0,0,0,0,0,0,0
I.3.250,I.3.250.5.6,5.6,1.6815979762507594,0,0,1.9531434063105593,0,0,0,0,0,0,0,0
I.3.250,I.3.250.5.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.6.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.6.2,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.6.3,6.3,2.2438728913749606,0,0,0.6516623842107815,0,0,0,0,0,0,0,0
I.3.250,I.3.250.6.4,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.6.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.6.6,6.6,5.228265960147787,0,0,3.5892550627270605,0,0,0,0,0,0,0,0
I.3.250,I.3.250.6.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.7.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.7.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.250,I.3.250.7.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.2.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.2.2,2.2,0,0,0,2.9712831593671623,0,0,2.2292613347169494,0,0,0.6255141614976716,0.6078741298282889,0
I.3.251,I.3.251.2.3,2.3,0,0,0,2.9909090909090907,0,0,4.927449351743413,0,0,0,5.089940572415551,0
I.3.251,I.3.251.2.4,2.4,0,0,0,4.2131906550518705,0,0,1.9813521081846281,0,0,1.4444900782009826,0.9750540274435,0
I.3.251,I.3.251.2.5,2.5,0,0,0,0,0,0,0.4593532824969221,0,0,0.7383257266850757,0.5539237097798534,0
I.3.251,I.3.251.2.6,2.6,0,0,0,11.231616964093147,0,0,2.8165723285440505,0,0,3.9744175034772176,2.130166486564706,0
I.3.251,I.3.251.2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.3.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.3.2,3.2,0,0,0,3.2521918171169486,0,0,1.1082474226804124,0,0,0.6113495341906693,1.4246335749499885,0
I.3.251,I.3.251.3.3,3.3,0,0,0,1.2465712251920897,0,0,1.4985652217480476,0,0,0.33434650455927056,0.9069880293638999,0
I.3.251,I.3.251.3.4,3.4,0,0,0,9.117926098801318,0,0,0,0,0,3.2122660011416984,1.3605442176870748,0
I.3.251,I.3.251.3.5,3.5,0,0,0,5.681086695605773,0,0,0.5810276679841898,0,0,1.0280793533630692,0.558977692637587,0
I.3.251,I.3.251.3.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.3.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.4.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.4.2,4.2,0,0,0,1.082037818652903,0,0,1.5239217750895697,0,0,0.26850366374402884,1.2274576606316419,0
I.3.251,I.3.251.4.3,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.4.4,4.4,0,0,0,1.016770785361346,0,0,0.4838675545590646,0,0,0.6532724407589594,0,0
I.3.251,I.3.251.4.5,4.5,0,0,0,8.375,0,0,0.5197234841721123,0,0,1.4948097038856278,0,0
I.3.251,I.3.251.4.6,4.6,0,0,0,0.6052354652528923,0,0,0.46963998045047706,0,0,0.7523695180342314,0.2170028631441173,0
I.3.251,I.3.251.4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.5.2,5.2,0,0,0,2.3633248034309737,0,0,2.839572192513369,0,0,0.37264282114947966,0.29079632909250125,0
I.3.251,I.3.251.5.3,5.3,0,0,0,5.476835624805278,0,0,1.8556876373996167,0,0,0,0.9894179894179895,0
I.3.251,I.3.251.5.4,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.5.5,5.5,0,0,0,1.6382473940361593,0,0,0.21563256297569966,0,0,0.9386138613861387,0.21003171718412303,0
I.3.251,I.3.251.5.6,5.6,0,0,0,22.624276742083374,0,0,1.7657451862735607,0,0,4.449333438543045,5.093294636276923,0
I.3.251,I.3.251.5.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.6.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.6.2,6.2,0,0,0,7.7607160962257185,0,0,1.052308516883917,0,0,2.677050278107873,1.4724409448818898,0
I.3.251,I.3.251.6.3,6.3,0,0,0,0.616037571878054,0,0,0.752,0,0,0.4324818844235954,0.211566348931015,0
I.3.251,I.3.251.6.4,6.4,0,0,0,9.912950358279485,0,0,1.674429304807813,0,0,2.084171517893371,0,0
I.3.251,I.3.251.6.5,6.5,0,0,0,4.258485561836286,0,0,1.5773784561842155,0,0,0.21991359223505066,1.375488915997098,0
I.3.251,I.3.251.6.6,6.6,0,0,0,8.486932059246321,0,0,0.8281262086409714,0,0,1.8266666666666664,2.1496919106502013,0
I.3.251,I.3.251.6.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.7.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.7.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.251,I.3.251.7.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.2.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.2.2,2.2,2.3263678054963295,0,0,0,0,0,2.467470421092431,0,0,0,0,0
I.3.252,I.3.252.2.3,2.3,3.401700275869036,0,0,0,0,0,0.6204899366669222,0,0,0,0,0
I.3.252,I.3.252.2.4,2.4,2.4421947315658676,0,0,0,0,0,2.0511809517499597,0,0,0,0,0
I.3.252,I.3.252.2.5,2.5,9.012321030041086,0,0,0,0,0,2.71479193693676,0,0,0,0,0
I.3.252,I.3.252.2.6,2.6,1.6973634599848928,0,0,0,0,0,1.5096242310459873,0,0,0,0,0
I.3.252,I.3.252.2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.3.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.3.2,3.2,10.31455242496855,0,0,0,0,0,4.642987572355386,0,0,0,0,0
I.3.252,I.3.252.3.3,3.3,7.016023571413828,0,0,0,0,0,5.131736526946108,0,0,0,0,0
I.3.252,I.3.252.3.4,3.4,10.815999999999999,0,0,0,0,0,5.317442994522837,0,0,0,0,0
I.3.252,I.3.252.3.5,3.5,2.705094546632257,0,0,0,0,0,1.5534883720930233,0,0,0,0,0
I.3.252,I.3.252.3.6,3.6,8.234729264846225,0,0,0,0,0,2.6655490304880884,0,0,0,0,0
I.3.252,I.3.252.3.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.4.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.4.2,4.2,1.3158129790826154,0,0,0,0,0,1.3905693057514708,0,0,0,0,0
I.3.252,I.3.252.4.3,4.3,9.40566037735849,0,0,0,0,0,5.996328167923625,0,0,0,0,0
I.3.252,I.3.252.4.4,4.4,2.372736087981526,0,0,0,0,0,2.329983164553722,0,0,0,0,0
I.3.252,I.3.252.4.5,4.5,9.494047619047619,0,0,0,0,0,2.9883679443002897,0,0,0,0,0
I.3.252,I.3.252.4.6,4.6,2.3041738035162784,0,0,0,0,0,2.0229835627407935,0,0,0,0,0
I.3.252,I.3.252.4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.5.2,5.2,8.03662864577912,0,0,0,0,0,2.9223260932278494,0,0,0,0,0
I.3.252,I.3.252.5.3,5.3,9.674610528779906,0,0,0,0,0,4.668507473756646,0,0,0,0,0
I.3.252,I.3.252.5.4,5.4,6.907465187901035,0,0,0,0,0,2.0169054472516574,0,0,0,0,0
I.3.252,I.3.252.5.5,5.5,2.49024562070045,0,0,0,0,0,1.6021739130434784,0,0,0,0,0
I.3.252,I.3.252.5.6,5.6,10.471127942664799,0,0,0,0,0,2.888892660528011,0,0,0,0,0
I.3.252,I.3.252.5.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.6.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.6.2,6.2,6.6785335890890805,0,0,0,0,0,2.684339521924348,0,0,0,0,0
I.3.252,I.3.252.6.3,6.3,1.7075385708100725,0,0,0,0,0,1.8262544387157182,0,0,0,0,0
I.3.252,I.3.252.6.4,6.4,3.078893967962443,0,0,0,0,0,1.518090041803501,0,0,0,0,0
I.3.252,I.3.252.6.5,6.5,10.089517915893428,0,0,0,0,0,3.055154501395745,0,0,0,0,0
I.3.252,I.3.252.6.6,6.6,2.6299987530742848,0,0,0,0,0,1.4961766427390595,0,0,0,0,0
I.3.252,I.3.252.6.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.7.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.7.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.252,I.3.252.7.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.2.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.2.2,2.2,0,0,0,0,1.9271143566088411,0,0,0,0,0,1.1608992631654338,0
I.3.253,I.3.253.2.3,2.3,0,0,0,0,2.262493112941597,0,0,0,0,0,1.32002651561319,0
I.3.253,I.3.253.2.4,2.4,0,0,0,0,14.64502843970481,0,0,0,0,0,3.2264721352386565,0
I.3.253,I.3.253.2.5,2.5,0,0,0,0,1.71364107496746,0,0,0,0,0,0.9341194157714865,0
I.3.253,I.3.253.2.6,2.6,0,0,0,0,7.360153117622497,0,0,0,0,0,1.0634034125803555,0
I.3.253,I.3.253.2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.3.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.3.2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.3.3,3.3,0,0,0,0,7.174490328460674,0,0,0,0,0,1.3577670744630654,0
I.3.253,I.3.253.3.4,3.4,0,0,0,0,3.555770684495525,0,0,0,0,0,1.7815726069751627,0
I.3.253,I.3.253.3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.3.6,3.6,0,0,0,0,3.302157833582912,0,0,0,0,0,2.4991531861175336,0
I.3.253,I.3.253.3.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.4.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.4.2,4.2,0,0,0,0,4.496500142039965,0,0,0,0,0,4.378703025244274,0
I.3.253,I.3.253.4.3,4.3,0,0,0,0,5.8549958708516865,0,0,0,0,0,2.054685937707132,0
I.3.253,I.3.253.4.4,4.4,0,0,0,0,2.2209924725747747,0,0,0,0,0,1.1448089388110418,0
I.3.253,I.3.253.4.5,4.5,0,0,0,0,14.925906044477353,0,0,0,0,0,0.6526315789473685,0
I.3.253,I.3.253.4.6,4.6,0,0,0,0,22.100534177605027,0,0,0,0,0,3.7406957510512253,0
I.3.253,I.3.253.4.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.5.2,5.2,0,0,0,0,4.74674385522331,0,0,0,0,0,1.5211926212101006,0
I.3.253,I.3.253.5.3,5.3,0,0,0,0,2.1502861635118617,0,0,0,0,0,1.4048192771084336,0
I.3.253,I.3.253.5.4,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.5.5,5.5,0,0,0,0,2.0260675490395768,0,0,0,0,0,0.5346015510839148,0
I.3.253,I.3.253.5.6,5.6,0,0,0,0,2.107719992142322,0,0,0,0,0,1.0440186375968012,0
I.3.253,I.3.253.5.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.6.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.6.2,6.2,0,0,0,0,2.003835481719905,0,0,0,0,0,2.049615806677126,0
I.3.253,I.3.253.6.3,6.3,0,0,0,0,19.92228782982603,0,0,0,0,0,7.711042214811244,0
I.3.253,I.3.253.6.4,6.4,0,0,0,0,5.250872933693666,0,0,0,0,0,1.135379898165774,0
I.3.253,I.3.253.6.5,6.5,0,0,0,0,21.213035526853176,0,0,0,0,0,1.7434924714148972,0
I.3.253,I.3.253.6.6,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.6.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.7.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.7.3,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.7.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.253,I.3.253.7.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.254,I.3.254.1.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.254,I.3.254.1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.254,I.3.254.1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.254,I.3.254.1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.254,I.3.254.1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.254,I.3.254.1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.254,I.3.254.1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.254,I.3.254.2.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.254,I.3.254.2.2,2.2,0.6826564821154066,0,0,2.8812044901475007,1.0710532857222772,0,0,0,0,0,2.41052395572478,0
I.3.254,I.3.254.2.3,2.3,1.8488372093023258,0,0,1.9773367745932604,1.0693013670339429,0,0,0,0,0,0.6802751777831374,0
I.3.254,I.3.254.2.4,2.4,0.3348314606741573,0,0,1.3510583012627075,1.4612467709552852,0,0,0,0,0,1.5060503924470663,0
I.3.254,I.3.254.2.5,2.5,4.524596818977067,0,0,2.515212040462216,6.139594549158359,0,0,0,0,0,2.2797542584139125,0
I.3.254,I.3.254.2.6,2.6,1.6328856443090134,0,0,1.91000805890158,0,0,0,0,0,0,1.014172078679379,0
I.3.254,I.3.254.2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.254,I.3.254.3.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I.3.254,I.3.254.3.2,3.2,1.4,0,0,6.095474600011189,2.120577315769794,0,0,0,0,0,1.419870416622587,0
I.3.254,I.3.254.3.3,3.3,2.254136696639655,0,0,1.066272130360667,1.0026455026455028,0,0,0,0,0,1.9894179894179893,0
I.3.254,I.3.254.3.4,3.4,2.5339285234743945,0,0,2.1447774945375375,0,0,0,0,0,0,1.4009699318090945,0
I.3.254,I.3.254.3.5,3.5,4.28168351087783,0,0,6.5056818181818175,4.9135361288361254,0,0,0,0,0,0,0
